uid,split,root,env,section,platform,scene_id,scene_name,camera,relative_scene,files_complete_at_sampling
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1094|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,1094,1094,top_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1094,True
train|Home/MasterBedroom/beside_table_01/1914|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,1914,1914,side_view_camera,Home/MasterBedroom/beside_table_01/1914,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0029|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,29,0029,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0029,True
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0405|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_long_A1_01,405,0405,side_view_camera,Logistic_site/General_LogisticSite/rack_long_A1_01/0405,True
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0404|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,404,0404,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0404,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1799|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1799,1799,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1799,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1330|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1330,1330,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1330,True
train|Home/MasterBedroom/floor_01/2131|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,2131,2131,side_view_camera,Home/MasterBedroom/floor_01/2131,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1125|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,1125,1125,top_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1125,True
train|Home/MasterBedroom/beside_table_01/3351|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,3351,3351,side_view_camera,Home/MasterBedroom/beside_table_01/3351,True
train|Home/MasterBedroom/vanity_01/4452|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,4452,4452,top_view_camera,Home/MasterBedroom/vanity_01/4452,True
train|Home/MasterBedroom/beside_table_01/0251|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,251,0251,top_view_camera,Home/MasterBedroom/beside_table_01/0251,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/3252|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,3252,3252,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/3252,True
train|Logistic_site/General_LogisticSite/rack_small_A5_02/3717|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_02,3717,3717,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_02/3717,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/3020|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,3020,3020,side_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/3020,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0237|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,237,0237,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0237,True
train|Home/MasterBedroom/bed_01/1466|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,bed_01,1466,1466,top_view_camera,Home/MasterBedroom/bed_01/1466,True
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2061|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_02,2061,2061,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_02/2061,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1593|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1593,1593,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1593,True
train|Logistic_site/General_LogisticSite/conveyor_track_01/2067|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_01,2067,2067,side_view_camera,Logistic_site/General_LogisticSite/conveyor_track_01/2067,True
train|Home/MasterBedroom/floor_01/4421|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,4421,4421,top_view_camera,Home/MasterBedroom/floor_01/4421,True
train|Home/MasterBedroom/floor_01/3274|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,3274,3274,top_view_camera,Home/MasterBedroom/floor_01/3274,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2279|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2279,2279,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2279,True
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1759|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A7_01,1759,1759,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A7_01/1759,True
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0306|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,306,0306,side_view_camera,Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0306,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1154|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1154,1154,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1154,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2353|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2353,2353,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2353,True
train|Home/MasterBedroom/desk_and_chair_01/4466|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,desk_and_chair_01,4466,4466,top_view_camera,Home/MasterBedroom/desk_and_chair_01/4466,True
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0405|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,405,0405,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0405,True
train|Home/MasterBedroom/beside_table_01/4399|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,4399,4399,side_view_camera,Home/MasterBedroom/beside_table_01/4399,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0191|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,191,0191,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0191,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2640|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2640,2640,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2640,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0260|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,260,0260,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/0260,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/3463|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,3463,3463,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/3463,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1739|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1739,1739,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1739,True
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1947|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,1947,1947,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1947,True
train|Home/MasterBedroom/vanity_01/0925|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,925,0925,side_view_camera,Home/MasterBedroom/vanity_01/0925,True
train|Logistic_site/General_LogisticSite/rack_small_A7_01/0678|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A7_01,678,0678,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A7_01/0678,True
