uid,split,env,section,platform,scene_name,camera,decision,issue_type,note,reviewer,updated_at_utc
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2812|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2812,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/3379|side_view_camera,train,Home,MasterBedroom,floor_01,3379,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3731|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,3731,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1876|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1876,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/1921|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,1921,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1526|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,1526,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/2000|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,2000,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2182|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,2182,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3094|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,3094,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/2550|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,2550,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2034|side_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2034,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/3237|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,3237,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/3067|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,3067,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/0521|side_view_camera,train,Home,MasterBedroom,bed_01,0521,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/2307|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,2307,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2051|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2051,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2566|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,2566,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/1331|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,1331,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1549|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,1549,side_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/0739|side_view_camera,train,Home,MasterBedroom,beside_table_01,0739,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1766|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1766,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2215|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,2215,side_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/2738|top_view_camera,train,Home,MasterBedroom,sideboard_01,2738,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0748|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0748,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2166|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,2166,top_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/1131|side_view_camera,train,Home,MasterBedroom,sideboard_01,1131,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0278|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0278,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/2086|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,2086,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1094|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,1094,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/1914|side_view_camera,train,Home,MasterBedroom,beside_table_01,1914,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0029|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0029,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0405|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,0405,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0404|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0404,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1799|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1799,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1330|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1330,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/2131|side_view_camera,train,Home,MasterBedroom,floor_01,2131,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1125|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,1125,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/3351|side_view_camera,train,Home,MasterBedroom,beside_table_01,3351,side_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/4452|top_view_camera,train,Home,MasterBedroom,vanity_01,4452,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/0251|top_view_camera,train,Home,MasterBedroom,beside_table_01,0251,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/3252|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,3252,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/3717|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,3717,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/3020|side_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,3020,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0237|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0237,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/1466|top_view_camera,train,Home,MasterBedroom,bed_01,1466,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2061|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,2061,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1593|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1593,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/2067|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,2067,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/4421|top_view_camera,train,Home,MasterBedroom,floor_01,4421,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/3274|top_view_camera,train,Home,MasterBedroom,floor_01,3274,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2279|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2279,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1759|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,1759,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0306|side_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0306,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1154|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1154,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2353|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2353,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/4466|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,4466,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0405|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0405,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/4399|side_view_camera,train,Home,MasterBedroom,beside_table_01,4399,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0191|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0191,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2640|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2640,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0260|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,0260,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/3463|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,3463,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1739|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1739,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1947|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,1947,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/0925|side_view_camera,train,Home,MasterBedroom,vanity_01,0925,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/0678|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,0678,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/1600|top_view_camera,train,Home,MasterBedroom,vanity_01,1600,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/2418|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,2418,side_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/4868|side_view_camera,train,Home,MasterBedroom,vanity_01,4868,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/2369|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,2369,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1489|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1489,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/4564|side_view_camera,train,Home,MasterBedroom,floor_01,4564,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/0362|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,0362,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0075|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,0075,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/2915|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,2915,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/3456|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,3456,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0395|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0395,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0594|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0594,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/0104|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,0104,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/4090|side_view_camera,train,Home,MasterBedroom,desk_and_chair_01,4090,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/3052|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,3052,top_view_camera,incorrect,unspecified,,uon,2026-09-09T05:10:02.404184+00:00
train|Logistic_site/General_LogisticSite/rack_long_A1_01/2737|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,2737,top_view_camera,correct,,,uon,2026-09-09T05:10:09.433059+00:00
train|Logistic_site/General_LogisticSite/conveyor_track_02/0883|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,0883,top_view_camera,incorrect,unspecified,,uon,2026-09-09T05:10:32.511008+00:00
train|Home/MasterBedroom/beside_table_01/0274|side_view_camera,train,Home,MasterBedroom,beside_table_01,0274,side_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/4935|top_view_camera,train,Home,MasterBedroom,sideboard_01,4935,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/1578|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,1578,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/0889|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,0889,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2935|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2935,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/1999|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,1999,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1263|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,1263,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0043|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0043,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/4796|side_view_camera,train,Home,MasterBedroom,desk_and_chair_01,4796,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0323|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0323,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1726|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1726,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/3312|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,3312,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1268|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,1268,side_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/2903|top_view_camera,train,Home,MasterBedroom,bed_01,2903,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0189|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0189,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1808|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,1808,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/3650|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,3650,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/3336|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,3336,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0536|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,0536,side_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/3771|top_view_camera,train,Home,MasterBedroom,sideboard_01,3771,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/1186|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,1186,side_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/4292|top_view_camera,train,Home,MasterBedroom,bed_01,4292,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/2176|top_view_camera,train,Home,MasterBedroom,floor_01,2176,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2495|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,2495,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/1686|side_view_camera,train,Home,MasterBedroom,desk_and_chair_01,1686,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0744|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0744,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0585|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0585,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/1762|top_view_camera,train,Home,MasterBedroom,floor_01,1762,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2228|side_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2228,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/0349|side_view_camera,train,Home,MasterBedroom,floor_01,0349,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0819|side_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0819,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0999|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,0999,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/1376|top_view_camera,train,Home,MasterBedroom,bed_01,1376,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2204|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2204,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2752|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2752,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/3970|side_view_camera,train,Home,MasterBedroom,beside_table_01,3970,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/4799|top_view_camera,train,Home,MasterBedroom,floor_01,4799,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/1555|side_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,1555,side_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/4559|top_view_camera,train,Home,MasterBedroom,vanity_01,4559,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0268|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,0268,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0481|side_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0481,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/2094|top_view_camera,train,Home,MasterBedroom,floor_01,2094,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/2943|top_view_camera,train,Home,MasterBedroom,beside_table_01,2943,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/4413|top_view_camera,train,Home,MasterBedroom,floor_01,4413,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/4560|top_view_camera,train,Home,MasterBedroom,vanity_01,4560,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/2160|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,2160,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1042|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,1042,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/1732|top_view_camera,train,Home,MasterBedroom,floor_01,1732,top_view_camera,pending,,,,
